district_name,year,crop,season,area,production,yield
Bengaluru urban,2018 - 2019,small_millets,kharif,26.0,25.0,0.96
Bengaluru urban,2018 - 2019,soyabean,kharif,4.0,4.0,1.0
Bengaluru urban,2018 - 2019,sugarcane,whole_year,30.0,2565.0,85.5
Bengaluru urban,2018 - 2019,sunflower,kharif,1.0,1.0,1.0
Bengaluru urban,2018 - 2019,sweetpotato,whole_year,3.0,44.0,14.67
Bengaluru urban,2018 - 2019,tapioca,whole_year,4.0,53.0,13.25
Bengaluru urban,2018 - 2019,tobacco,whole_year,1.0,1.0,1.0
Bengaluru urban,2018 - 2019,turmeric,whole_year,2.0,12.0,6.0
Bengaluru urban,2018 - 2019,urad,kharif,7.0,3.0,0.43
Bengaluru urban,2018 - 2019,wheat,rabi,3.0,3.0,1.0
Bengaluru urban,2019 - 2020,arecanut,whole_year,651.0,7036.0,10.81
Bengaluru urban,2019 - 2020,arhar_tur,kharif,952.0,659.0,0.69
Bengaluru urban,2019 - 2020,bajra,kharif,16.0,17.0,1.06
Bengaluru urban,2019 - 2020,blackpepper,whole_year,8.0,3.1,0.39
Bengaluru urban,2019 - 2020,cashewnut,whole_year,4.0,6.0,1.5
Bengaluru urban,2019 - 2020,castorseed,kharif,8.0,7.0,0.88
Bengaluru urban,2019 - 2020,coconut,whole_year,2850.0,23492000.0,8242.81
Bengaluru urban,2019 - 2020,cotton,kharif,3.0,9.0,3.0
Bengaluru urban,2019 - 2020,cowpea,kharif,332.0,94.0,0.28
Bengaluru urban,2019 - 2020,garlic,whole_year,1.0,5.0,5.0
Bengaluru urban,2019 - 2020,ginger,whole_year,48.0,502.0,10.46
Bengaluru urban,2019 - 2020,gram,rabi,39.0,29.0,0.74
Bengaluru urban,2019 - 2020,groundnut,kharif,148.0,132.0,0.89
Bengaluru urban,2019 - 2020,horse-gram,kharif,842.0,641.0,0.76
Bengaluru urban,2019 - 2020,horse-gram,rabi,18.0,12.0,0.67
Bengaluru urban,2019 - 2020,jowar,kharif,1960.0,2583.0,1.32
Bengaluru urban,2019 - 2020,jowar,rabi,48.0,53.0,1.1
Bengaluru urban,2019 - 2020,linseed,rabi,4.0,2.0,0.5
Bengaluru urban,2019 - 2020,maize,kharif,2073.0,13874.0,6.69
Bengaluru urban,2019 - 2020,maize,rabi,15.0,52.0,3.47
Bengaluru urban,2019 - 2020,moong,kharif,28.0,10.0,0.36
Bengaluru urban,2019 - 2020,nigerseed,kharif,22.0,5.0,0.23
Bengaluru urban,2019 - 2020,onion,kharif,42.0,339.0,8.07
Bengaluru urban,2019 - 2020,other_kharif_pulses,kharif,1720.0,1406.0,0.82
Bengaluru urban,2019 - 2020,other_rabi_pulses,rabi,57.0,57.0,1.0
Bengaluru urban,2019 - 2020,potato,kharif,48.0,337.0,7.02
Bengaluru urban,2019 - 2020,potato,rabi,129.0,1998.0,15.49
Bengaluru urban,2019 - 2020,ragi,kharif,18380.0,37628.0,2.05
Bengaluru urban,2019 - 2020,ragi,rabi,376.0,533.0,1.42
Bengaluru urban,2019 - 2020,rapeseed_mustard,kharif,21.0,5.0,0.24
Bengaluru urban,2019 - 2020,rice,kharif,573.0,2241.0,3.91
Bengaluru urban,2019 - 2020,safflower,rabi,10.0,9.0,0.9
Bengaluru urban,2019 - 2020,sannhamp,whole_year,1.0,1.0,1.0
Bengaluru urban,2019 - 2020,sesamum,kharif,5.0,4.0,0.8
Bengaluru urban,2019 - 2020,small_millets,kharif,47.0,19.0,0.4
Bengaluru urban,2019 - 2020,soyabean,kharif,3.0,3.0,1.0
Bengaluru urban,2019 - 2020,sugarcane,whole_year,47.0,3926.0,83.53
Bengaluru urban,2019 - 2020,sunflower,kharif,6.0,5.0,0.83
Bengaluru urban,2019 - 2020,sweetpotato,whole_year,22.0,424.0,19.27
Bengaluru urban,2019 - 2020,tapioca,whole_year,7.0,89.0,12.71
Bengaluru urban,2019 - 2020,tobacco,whole_year,7.0,6.0,0.86
Bengaluru urban,2019 - 2020,turmeric,whole_year,3.0,19.0,6.33
Bengaluru urban,2019 - 2020,urad,kharif,27.0,13.0,0.48
Bengaluru urban,2020 - 2021,arecanut,whole_year,834.0,9393.0,11.26
Bengaluru urban,2020 - 2021,arhar_tur,kharif,681.0,517.0,0.76
Bengaluru urban,2020 - 2021,bajra,kharif,35.0,50.0,1.43
Bengaluru urban,2020 - 2021,blackpepper,whole_year,2.0,0.9,0.45
Bengaluru urban,2020 - 2021,cashewnut,whole_year,7.0,9.0,1.29
Bengaluru urban,2020 - 2021,castorseed,kharif,6.0,5.0,0.83
Bengaluru urban,2020 - 2021,coconut,whole_year,2919.0,23244.0,7.96
Bengaluru urban,2020 - 2021,cowpea,kharif,32.0,11.0,0.34
Bengaluru urban,2020 - 2021,cowpea,rabi,1.0,1.0,1.0
Bengaluru urban,2020 - 2021,drychillies,kharif,1.0,2.0,2.0
Bengaluru urban,2020 - 2021,garlic,whole_year,1.0,5.0,5.0
Bengaluru urban,2020 - 2021,ginger,whole_year,83.0,970.5,11.69
Bengaluru urban,2020 - 2021,gram,rabi,22.0,14.0,0.64
Bengaluru urban,2020 - 2021,groundnut,kharif,39.0,37.0,0.95
Bengaluru urban,2020 - 2021,horse-gram,kharif,261.0,174.0,0.67
Bengaluru urban,2020 - 2021,horse-gram,rabi,5.0,3.0,0.6
Bengaluru urban,2020 - 2021,jowar,kharif,1091.0,2189.0,2.01
Bengaluru urban,2020 - 2021,jowar,rabi,11.0,12.0,1.09
Bengaluru urban,2020 - 2021,linseed,rabi,4.0,2.0,0.5
Bengaluru urban,2020 - 2021,maize,kharif,1042.0,7895.0,7.58
Bengaluru urban,2020 - 2021,maize,rabi,19.0,70.0,3.68
Bengaluru urban,2020 - 2021,moong,kharif,8.0,3.0,0.38
Bengaluru urban,2020 - 2021,nigerseed,kharif,6.0,1.0,0.17
Bengaluru urban,2020 - 2021,onion,kharif,9.0,55.0,6.11
Bengaluru urban,2020 - 2021,onion,rabi,2.0,25.0,12.5
Bengaluru urban,2020 - 2021,other_cereals,kharif,9.0,8.0,0.89
Bengaluru urban,2020 - 2021,other_cereals,rabi,2.0,2.0,1.0
Bengaluru urban,2020 - 2021,other_kharif_pulses,kharif,647.0,531.0,0.82
Bengaluru urban,2020 - 2021,other_rabi_pulses,rabi,18.0,13.0,0.72
Bengaluru urban,2020 - 2021,potato,kharif,37.0,251.0,6.78
Bengaluru urban,2020 - 2021,potato,rabi,1.0,19.0,19.0
Bengaluru urban,2020 - 2021,ragi,kharif,17214.0,42174.0,2.45
Bengaluru urban,2020 - 2021,ragi,rabi,158.0,244.0,1.54
Bengaluru urban,2020 - 2021,rapeseed_mustard,kharif,1.0,0.21,0.21
Bengaluru urban,2020 - 2021,rice,kharif,237.0,930.0,3.92
Bengaluru urban,2020 - 2021,safflower,rabi,6.0,4.0,0.67
Bengaluru urban,2020 - 2021,sannhamp,kharif,1.0,0.25,0.25
Bengaluru urban,2020 - 2021,sesamum,kharif,3.0,3.0,1.0
Bengaluru urban,2020 - 2021,small_millets,kharif,17.0,21.0,1.24
Bengaluru urban,2020 - 2021,sugarcane,whole_year,30.0,2880.0,96.0
Bengaluru urban,2020 - 2021,sunflower,kharif,3.0,3.0,1.0
Bengaluru urban,2020 - 2021,sweetpotato,whole_year,2.0,40.0,20.0
Bengaluru urban,2020 - 2021,tapioca,whole_year,5.0,64.0,12.8
Bengaluru urban,2020 - 2021,tobacco,whole_year,2.0,2.0,1.0
Bengaluru urban,2020 - 2021,turmeric,whole_year,5.0,32.0,6.4
Bengaluru urban,2020 - 2021,urad,kharif,7.0,4.0,0.57
Bengaluru urban,2020 - 2021,wheat,rabi,2.0,3.0,1.5
Bengaluru urban,2021 - 2022,arecanut,whole_year,836.0,9348.0,11.18
Bengaluru urban,2021 - 2022,arhar_tur,kharif,516.0,344.0,0.67
Bengaluru urban,2021 - 2022,bajra,kharif,2.0,2.0,1.0
Bengaluru urban,2021 - 2022,blackpepper,whole_year,8.0,4.3,0.54
Bengaluru urban,2021 - 2022,cardamom,whole_year,1.0,0.19,0.19
Bengaluru urban,2021 - 2022,cashewnut,whole_year,13.0,18.0,1.38
Bengaluru urban,2021 - 2022,castorseed,kharif,1.0,1.0,1.0
Bengaluru urban,2021 - 2022,coconut,whole_year,2736.0,23662000.0,8648.39
Bengaluru urban,2021 - 2022,coriander,whole_year,2.0,1.0,0.5
Bengaluru urban,2021 - 2022,cowpea,kharif,39.0,14.0,0.36
Bengaluru urban,2021 - 2022,garlic,whole_year,1.0,6.0,6.0
Bengaluru urban,2021 - 2022,ginger,whole_year,41.0,516.8,12.6
Bengaluru urban,2021 - 2022,gram,rabi,14.0,9.0,0.64
Bengaluru urban,2021 - 2022,groundnut,kharif,41.0,30.0,0.73
Bengaluru urban,2021 - 2022,horse-gram,kharif,135.0,85.0,0.63
Bengaluru urban,2021 - 2022,horse-gram,rabi,13.0,8.0,0.62
Bengaluru urban,2021 - 2022,jowar,kharif,923.0,1493.0,1.62
Bengaluru urban,2021 - 2022,jowar,rabi,14.0,16.0,1.14
Bengaluru urban,2021 - 2022,linseed,rabi,8.0,3.0,0.38
Bengaluru urban,2021 - 2022,maize,kharif,756.0,3993.0,5.28
Bengaluru urban,2021 - 2022,maize,rabi,5.0,18.0,3.6
Bengaluru urban,2021 - 2022,moong,kharif,51.0,18.0,0.35
Bengaluru urban,2021 - 2022,nigerseed,kharif,22.0,5.0,0.23
Bengaluru urban,2021 - 2022,onion,kharif,11.0,77.0,7.0
Bengaluru urban,2021 - 2022,onion,rabi,1.0,11.0,11.0
Bengaluru urban,2021 - 2022,other_cereals,kharif,5.0,5.0,1.0
Bengaluru urban,2021 - 2022,other_kharif_pulses,kharif,672.0,372.0,0.55
Bengaluru urban,2021 - 2022,other_rabi_pulses,rabi,6.0,4.0,0.67
Bengaluru urban,2021 - 2022,potato,kharif,29.0,202.0,6.97
Bengaluru urban,2021 - 2022,potato,rabi,3.0,43.0,14.33
Bengaluru urban,2021 - 2022,ragi,kharif,17822.0,30351.0,1.7
Bengaluru urban,2021 - 2022,ragi,rabi,112.0,151.0,1.35
Bengaluru urban,2021 - 2022,rice,kharif,198.0,560.0,2.83
Bengaluru urban,2021 - 2022,safflower,rabi,3.0,2.0,0.67
Bengaluru urban,2021 - 2022,sannhamp,kharif,1.0,0.36,0.36
Bengaluru urban,2021 - 2022,sesamum,kharif,3.0,2.0,0.67
Bengaluru urban,2021 - 2022,small_millets,kharif,22.0,22.0,1.0
Bengaluru urban,2021 - 2022,soyabean,kharif,1.0,1.0,1.0
Bengaluru urban,2021 - 2022,sugarcane,whole_year,29.0,2822.0,97.31
Bengaluru urban,2021 - 2022,sunflower,kharif,5.0,4.0,0.8
Bengaluru urban,2021 - 2022,sweetpotato,whole_year,2.0,35.0,17.5
Bengaluru urban,2021 - 2022,tapioca,whole_year,4.0,51.0,12.75
Bengaluru urban,2021 - 2022,turmeric,whole_year,1.0,6.0,6.0
Bengaluru urban,2021 - 2022,urad,kharif,4.0,2.0,0.5
Bengaluru urban,2021 - 2022,wheat,rabi,2.0,3.0,1.5
Bengaluru urban,2022 - 2023,arecanut,whole_year,901.0,6439.0,7.15
Bengaluru urban,2022 - 2023,arhar_tur,kharif,235.0,181.0,0.77
Bengaluru urban,2022 - 2023,bajra,kharif,11.0,16.0,1.45
Bengaluru urban,2022 - 2023,bajra,rabi,1.0,1.0,1.0
Bengaluru urban,2022 - 2023,blackpepper,whole_year,5.0,34.35,6.87
Bengaluru urban,2022 - 2023,cashewnut,whole_year,3.0,59.0,19.67
Bengaluru urban,2022 - 2023,castorseed,kharif,1.0,1.0,1.0
Bengaluru urban,2022 - 2023,coconut,whole_year,2742.0,26590768.0,9697.58
Bengaluru urban,2022 - 2023,cotton,kharif,2.0,6.0,3.0
Bengaluru urban,2022 - 2023,cowpea,kharif,28.0,10.0,0.36
Bengaluru urban,2022 - 2023,cowpea,rabi,1.0,1.0,1.0
Bengaluru urban,2022 - 2023,drychillies,kharif,1.0,1.0,1.0
Bengaluru urban,2022 - 2023,garlic,whole_year,1.0,8.0,8.0
Bengaluru urban,2022 - 2023,ginger,whole_year,22.0,347.8,15.81
Bengaluru urban,2022 - 2023,gram,rabi,6.0,4.0,0.67
Bengaluru urban,2022 - 2023,groundnut,kharif,10.0,8.0,0.8
Bengaluru urban,2022 - 2023,horse-gram,kharif,123.0,78.0,0.63
Bengaluru urban,2022 - 2023,horse-gram,rabi,13.0,8.0,0.62
Bengaluru urban,2022 - 2023,jowar,kharif,712.0,1143.0,1.61
Bengaluru urban,2022 - 2023,jowar,rabi,35.0,43.0,1.23
Bengaluru urban,2022 - 2023,linseed,rabi,5.0,2.0,0.4
Bengaluru urban,2022 - 2023,maize,kharif,702.0,3835.0,5.46
Bengaluru urban,2022 - 2023,maize,rabi,30.0,106.0,3.53
Bengaluru urban,2022 - 2023,moong,kharif,6.0,2.0,0.33
Bengaluru urban,2022 - 2023,nigerseed,kharif,27.0,7.0,0.26
Bengaluru urban,2022 - 2023,onion,kharif,15.0,100.0,6.67
Bengaluru urban,2022 - 2023,other_kharif_pulses,kharif,528.0,312.0,0.59
Bengaluru urban,2022 - 2023,other_rabi_pulses,rabi,6.0,4.0,0.67
Bengaluru urban,2022 - 2023,potato,kharif,19.0,91.0,4.79
Bengaluru urban,2022 - 2023,potato,rabi,1.0,17.0,17.0
Bengaluru urban,2022 - 2023,ragi,kharif,14823.0,26799.0,1.81
Bengaluru urban,2022 - 2023,ragi,rabi,428.0,582.0,1.36
Bengaluru urban,2022 - 2023,rapeseed_mustard,kharif,1.0,0.22,0.22
Bengaluru urban,2022 - 2023,rice,kharif,158.0,507.0,3.21
Bengaluru urban,2022 - 2023,safflower,rabi,3.0,3.0,1.0
Bengaluru urban,2022 - 2023,sannhamp,kharif,1.0,0.4,0.4
Bengaluru urban,2022 - 2023,sesamum,kharif,3.0,2.0,0.67
Bengaluru urban,2022 - 2023,small_millets,kharif,21.0,1.0,0.05
Bengaluru urban,2022 - 2023,soyabean,kharif,3.0,3.0,1.0
Bengaluru urban,2022 - 2023,sugarcane,whole_year,26.0,2381.0,91.58
Bengaluru urban,2022 - 2023,sunflower,kharif,13.0,12.0,0.92
Bengaluru urban,2022 - 2023,sunflower,rabi,1.0,1.0,1.0
Bengaluru urban,2022 - 2023,tobacco,whole_year,3.0,2.0,0.67
Bengaluru urban,2022 - 2023,turmeric,whole_year,3.0,18.0,6.0
Bengaluru urban,2022 - 2023,urad,kharif,1.0,0.45,0.45
Bengaluru urban,2022 - 2023,wheat,rabi,9.0,12.0,1.33
Bidar,2011 - 2012,arhar_tur,kharif,76010.0,44842.0,0.59
Bidar,2011 - 2012,bajra,kharif,6414.0,5837.0,0.91
Bidar,2011 - 2012,banana,whole_year,92.0,2299.0,24.99
Bidar,2011 - 2012,cashewnut,whole_year,79.0,63.0,0.8
Bidar,2011 - 2012,coconut,whole_year,20.0,199000.0,9950.0
Bidar,2011 - 2012,coriander,whole_year,276.0,73.0,0.26
Bidar,2011 - 2012,cotton,kharif,632.0,1286.0,2.03
Bidar,2011 - 2012,cowpea,kharif,31.0,16.0,0.52
Bidar,2011 - 2012,drychillies,kharif,488.0,394.0,0.81
Bidar,2011 - 2012,drychillies,rabi,213.0,502.0,2.36
Bidar,2011 - 2012,garlic,whole_year,182.0,227.0,1.25
Bidar,2011 - 2012,ginger,whole_year,1382.0,4397.3,3.18
Bidar,2011 - 2012,gram,rabi,37860.0,19274.0,0.51
Bidar,2011 - 2012,groundnut,kharif,253.0,145.0,0.57
Bidar,2011 - 2012,groundnut,rabi,607.0,494.0,0.81
Bidar,2011 - 2012,jowar,kharif,53943.0,90870.0,1.68
Bidar,2011 - 2012,jowar,rabi,21863.0,15414.0,0.71
Bidar,2011 - 2012,linseed,rabi,160.0,39.0,0.24
Bidar,2011 - 2012,maize,kharif,943.0,2107.0,2.23
Bidar,2011 - 2012,maize,rabi,400.0,1036.0,2.59
Bidar,2011 - 2012,mesta,whole_year,396.0,449.0,1.13
Bidar,2011 - 2012,moong,kharif,27097.0,8057.0,0.3
Bidar,2011 - 2012,nigerseed,kharif,2698.0,644.0,0.24
Bidar,2011 - 2012,onion,kharif,350.0,1728.0,4.94
Bidar,2011 - 2012,onion,rabi,691.0,12143.0,17.57
Bidar,2011 - 2012,other_kharif_pulses,kharif,819.0,879.0,1.07
Bidar,2011 - 2012,other_rabi_pulses,rabi,839.0,347.0,0.41
Bidar,2011 - 2012,peas_beans,kharif,3.0,27.0,9.0
Bidar,2011 - 2012,peas_beans,rabi,9.0,66.0,7.33
Bidar,2011 - 2012,potato,kharif,60.0,496.0,8.27
Bidar,2011 - 2012,potato,rabi,116.0,1409.0,12.15
Bidar,2011 - 2012,rapeseed_mustard,rabi,65.0,19.0,0.29
Bidar,2011 - 2012,rice,kharif,6489.0,5830.0,0.9
Bidar,2011 - 2012,safflower,rabi,9423.0,11637.0,1.23
Bidar,2011 - 2012,sannhamp,whole_year,32.0,8.0,0.25
Bidar,2011 - 2012,sesamum,kharif,3552.0,1336.0,0.38
Bidar,2011 - 2012,small_millets,kharif,48.0,21.0,0.44
Bidar,2011 - 2012,soyabean,kharif,81066.0,87640.0,1.08
Bidar,2011 - 2012,sugarcane,whole_year,25507.0,1744679.0,68.4
Bidar,2011 - 2012,sunflower,kharif,2749.0,997.0,0.36
Bidar,2011 - 2012,sunflower,rabi,2682.0,1043.0,0.39
Bidar,2011 - 2012,turmeric,whole_year,156.0,638.0,4.09
Bidar,2011 - 2012,urad,kharif,29580.0,9751.0,0.33
Bidar,2011 - 2012,wheat,rabi,6908.0,7810.0,1.13
Bidar,2012 - 2013,arhar_tur,kharif,68625.0,82666.0,1.2
Bidar,2012 - 2013,bajra,kharif,5110.0,5772.0,1.13
Bidar,2012 - 2013,cashewnut,whole_year,61.0,49.0,0.8
Bidar,2012 - 2013,coconut,whole_year,21.0,207000.0,9857.14
Bidar,2012 - 2013,coriander,whole_year,64.0,17.0,0.27
Bidar,2012 - 2013,cotton,kharif,549.0,1261.0,2.3
Bidar,2012 - 2013,cowpea,kharif,123.0,34.0,0.28
Bidar,2012 - 2013,drychillies,kharif,191.0,175.0,0.92
Bidar,2012 - 2013,drychillies,rabi,28.0,77.0,2.75
Bidar,2012 - 2013,garlic,whole_year,128.0,167.0,1.3
Bidar,2012 - 2013,ginger,whole_year,1285.0,40938.0,31.86
Bidar,2012 - 2013,gram,rabi,47003.0,37464.0,0.8
Bidar,2012 - 2013,groundnut,kharif,405.0,198.0,0.49
Bidar,2012 - 2013,groundnut,rabi,329.0,556.0,1.69
Bidar,2012 - 2013,jowar,kharif,44234.0,82532.0,1.87
Bidar,2012 - 2013,jowar,rabi,20467.0,16838.0,0.82
Bidar,2012 - 2013,linseed,rabi,525.0,92.0,0.18
Bidar,2012 - 2013,maize,kharif,1937.0,4967.0,2.56
Bidar,2012 - 2013,maize,rabi,444.0,1344.0,3.03
Bidar,2012 - 2013,mesta,whole_year,323.0,366.0,1.13
Bidar,2012 - 2013,moong,kharif,42864.0,26387.0,0.62
Bidar,2012 - 2013,nigerseed,kharif,2003.0,478.0,0.24
Bidar,2012 - 2013,onion,kharif,289.0,1534.0,5.31
Bidar,2012 - 2013,onion,rabi,570.0,4148.0,7.28
Bidar,2012 - 2013,other_kharif_pulses,kharif,2083.0,1270.0,0.61
Bidar,2012 - 2013,other_rabi_pulses,rabi,116.0,53.0,0.46
Bidar,2012 - 2013,potato,kharif,66.0,421.0,6.38
Bidar,2012 - 2013,potato,rabi,92.0,1562.0,16.98
Bidar,2012 - 2013,rice,kharif,4939.0,4880.0,0.99
Bidar,2012 - 2013,safflower,rabi,11441.0,11162.0,0.98
Bidar,2012 - 2013,sannhamp,whole_year,97.0,24.0,0.25
Bidar,2012 - 2013,sesamum,kharif,3086.0,1686.0,0.55
Bidar,2012 - 2013,small_millets,kharif,31.0,10.0,0.32
Bidar,2012 - 2013,soyabean,kharif,77187.0,115271.0,1.49
Bidar,2012 - 2013,sugarcane,whole_year,31522.0,2186051.0,69.35
Bidar,2012 - 2013,sunflower,kharif,2514.0,1364.0,0.54
Bidar,2012 - 2013,sunflower,rabi,1874.0,1004.0,0.54
Bidar,2012 - 2013,turmeric,whole_year,130.0,610.0,4.69
Bidar,2012 - 2013,urad,kharif,44231.0,28489.0,0.64
Bidar,2012 - 2013,wheat,rabi,6878.0,9422.0,1.37
Bidar,2013 - 2014,arhar_tur,kharif,73270.0,59305.0,0.81
Bidar,2013 - 2014,bajra,kharif,2939.0,3356.0,1.14
Bidar,2013 - 2014,cashewnut,whole_year,62.0,55.0,0.89
Bidar,2013 - 2014,castorseed,kharif,8.0,7.0,0.88
Bidar,2013 - 2014,coconut,whole_year,29.0,230000.0,7931.03
Bidar,2013 - 2014,coriander,whole_year,55.0,17.0,0.31
Bidar,2013 - 2014,cotton,kharif,319.0,945.0,2.96
Bidar,2013 - 2014,cowpea,kharif,204.0,76.0,0.37
Bidar,2013 - 2014,drychillies,kharif,1717.0,1904.0,1.11
Bidar,2013 - 2014,drychillies,rabi,31.0,59.0,1.9
Bidar,2013 - 2014,garlic,whole_year,93.0,98.0,1.05
Bidar,2013 - 2014,ginger,whole_year,775.0,12683.0,16.37
Bidar,2013 - 2014,gram,rabi,50943.0,39733.0,0.78
Bidar,2013 - 2014,groundnut,kharif,363.0,172.0,0.47
Bidar,2013 - 2014,horse-gram,kharif,16.0,8.0,0.5
Bidar,2013 - 2014,jowar,kharif,37997.0,53352.0,1.4
Bidar,2013 - 2014,jowar,rabi,24711.0,20072.0,0.81
Bidar,2013 - 2014,linseed,rabi,439.0,131.0,0.3
Bidar,2013 - 2014,maize,kharif,2145.0,8359.0,3.9
Bidar,2013 - 2014,maize,rabi,451.0,1381.0,3.06
Bidar,2013 - 2014,mesta,whole_year,146.0,226.0,1.55
Bidar,2013 - 2014,moong,kharif,35857.0,15295.0,0.43
Bidar,2013 - 2014,nigerseed,kharif,1179.0,281.0,0.24
Bidar,2013 - 2014,onion,kharif,343.0,2269.0,6.62
Bidar,2013 - 2014,onion,rabi,455.0,5443.0,11.96
Bidar,2013 - 2014,other_kharif_pulses,kharif,1028.0,859.0,0.84
Bidar,2013 - 2014,other_rabi_pulses,rabi,434.0,156.0,0.36
Bidar,2013 - 2014,potato,kharif,49.0,322.0,6.57
Bidar,2013 - 2014,potato,rabi,130.0,1978.0,15.22
Bidar,2013 - 2014,rapeseed_mustard,kharif,159.0,45.0,0.28
Bidar,2013 - 2014,rice,kharif,3572.0,5541.0,1.55
Bidar,2013 - 2014,safflower,rabi,11513.0,11725.0,1.02
Bidar,2013 - 2014,sannhamp,whole_year,120.0,30.0,0.25
Bidar,2013 - 2014,sesamum,kharif,2546.0,1171.0,0.46
Bidar,2013 - 2014,small_millets,kharif,29.0,11.0,0.38
Bidar,2013 - 2014,soyabean,kharif,109391.0,174900.0,1.6
Bidar,2013 - 2014,sugarcane,whole_year,26490.0,1937744.0,73.15
Bidar,2013 - 2014,sunflower,kharif,1780.0,834.0,0.47
Bidar,2013 - 2014,sunflower,rabi,2262.0,810.0,0.36
Bidar,2013 - 2014,turmeric,whole_year,79.0,185.0,2.34
Bidar,2013 - 2014,urad,kharif,32928.0,16266.0,0.49
Bidar,2013 - 2014,wheat,rabi,6656.0,8498.0,1.28
Bidar,2014 - 2015,arhar_tur,kharif,65965.0,44243.0,0.67
Bidar,2014 - 2015,bajra,kharif,3724.0,3743.0,1.01
Bidar,2014 - 2015,cashewnut,whole_year,97.0,72.0,0.74
Bidar,2014 - 2015,castorseed,kharif,11.0,7.0,0.64
Bidar,2014 - 2015,coconut,whole_year,19.0,170000.0,8947.37
Bidar,2014 - 2015,coriander,whole_year,76.0,26.0,0.34
Bidar,2014 - 2015,cotton,kharif,291.0,794.0,2.73
Bidar,2014 - 2015,cowpea,kharif,54.0,24.0,0.44
Bidar,2014 - 2015,drychillies,kharif,284.0,321.0,1.13
Bidar,2014 - 2015,drychillies,rabi,32.0,60.0,1.88
Bidar,2014 - 2015,garlic,whole_year,50.0,55.0,1.1
Bidar,2014 - 2015,ginger,whole_year,902.0,14279.0,15.83
Bidar,2014 - 2015,gram,rabi,25973.0,14138.0,0.54
Bidar,2014 - 2015,groundnut,kharif,243.0,62.0,0.26
Bidar,2014 - 2015,jowar,kharif,24725.0,29948.0,1.21
Bidar,2014 - 2015,jowar,rabi,15021.0,10346.0,0.69
Bidar,2014 - 2015,linseed,rabi,150.0,47.0,0.31
Bidar,2014 - 2015,maize,kharif,1065.0,1329.0,1.25
Bidar,2014 - 2015,maize,rabi,396.0,1337.0,3.38
Bidar,2014 - 2015,mesta,whole_year,42.0,47.0,1.12
Bidar,2014 - 2015,moong,kharif,29743.0,5990.0,0.2
Bidar,2014 - 2015,nigerseed,kharif,1120.0,357.0,0.32
Bidar,2014 - 2015,onion,kharif,170.0,873.0,5.14
Bidar,2014 - 2015,onion,rabi,389.0,4510.0,11.59
Bidar,2014 - 2015,other_kharif_pulses,kharif,401.0,341.0,0.85
Bidar,2014 - 2015,other_rabi_pulses,rabi,188.0,72.0,0.38
Bidar,2014 - 2015,potato,kharif,66.0,406.0,6.15
Bidar,2014 - 2015,potato,rabi,53.0,816.0,15.4
Bidar,2014 - 2015,rapeseed_mustard,kharif,50.0,11.0,0.22
Bidar,2014 - 2015,rice,kharif,2063.0,1989.0,0.96
Bidar,2014 - 2015,safflower,rabi,6851.0,6886.0,1.01
Bidar,2014 - 2015,sannhamp,whole_year,26.0,6.0,0.23
Bidar,2014 - 2015,sesamum,kharif,2054.0,507.0,0.25
Bidar,2014 - 2015,small_millets,kharif,20.0,7.0,0.35
Bidar,2014 - 2015,soyabean,kharif,120020.0,68525.0,0.57
Bidar,2014 - 2015,sugarcane,whole_year,28867.0,1892232.0,65.55
Bidar,2014 - 2015,sunflower,kharif,1014.0,412.0,0.41
Bidar,2014 - 2015,sunflower,rabi,960.0,378.0,0.39
Bidar,2014 - 2015,turmeric,whole_year,59.0,114.0,1.93
Bidar,2014 - 2015,urad,kharif,23718.0,5250.0,0.22
Bidar,2014 - 2015,wheat,rabi,4340.0,5385.0,1.24
Bidar,2015 - 2016,arhar_tur,kharif,67453.0,29797.0,0.44
Bidar,2015 - 2016,bajra,kharif,5348.0,3765.0,0.7
Bidar,2015 - 2016,blackpepper,whole_year,2.0,1.5,0.75
Bidar,2015 - 2016,cashewnut,whole_year,21.0,14.0,0.67
Bidar,2015 - 2016,coconut,whole_year,8.0,67000.0,8375.0
Bidar,2015 - 2016,cotton,kharif,283.0,520.0,1.84
Bidar,2015 - 2016,cowpea,kharif,85.0,35.0,0.41
Bidar,2015 - 2016,drychillies,kharif,177.0,154.0,0.87
Bidar,2015 - 2016,drychillies,rabi,39.0,79.0,2.03
Bidar,2015 - 2016,garlic,whole_year,43.0,58.0,1.35
Bidar,2015 - 2016,ginger,whole_year,779.0,12509.0,16.06
Bidar,2015 - 2016,gram,rabi,47060.0,11534.0,0.25
Bidar,2015 - 2016,groundnut,kharif,246.0,38.0,0.15
Bidar,2015 - 2016,jowar,kharif,23931.0,27804.0,1.16
Bidar,2015 - 2016,jowar,rabi,26851.0,8520.0,0.32
Bidar,2015 - 2016,linseed,rabi,133.0,16.0,0.12
Bidar,2015 - 2016,maize,kharif,1235.0,2330.0,1.89
Bidar,2015 - 2016,maize,rabi,148.0,368.0,2.49
Bidar,2015 - 2016,mesta,whole_year,45.0,60.0,1.33
Bidar,2015 - 2016,moong,kharif,29955.0,2675.0,0.09
Bidar,2015 - 2016,nigerseed,kharif,277.0,96.0,0.35
Bidar,2015 - 2016,onion,kharif,258.0,1127.0,4.37
Bidar,2015 - 2016,onion,rabi,476.0,2694.0,5.66
